code,ratio_eco_total,ratio_orgashop,ratio_mart,orgashop_mart,orgashop,mart_wo_orga,mart_orga,orga_total,eco_wo_orga,exp_total,sel1,sel2,sel3,sel4,sel5,sel6,heal1,heal2,heal3,heal4,heal5,sec1,sec2,sec3,sec4,fre1,fre2,fre3,econ1,econ2,econ3,econ4,tast1,tast2,tast3,plea1,plea2,plea3,habi1,habi2,habi3,atti1,atti2,atti3,atti4,atti5,atti6,heal,econ,habit,info,local,new,no_add,plea,sec,taste,ratio_orga_total,ratio_orga_shop,ratio_mart_eco,_clus_1,_clus_2,_clus_3,_clus_4,_clus_5,_clus_6,_clus_7,_clus_8,_clus_9,_clus_10,_clus_11,_clus_12,_clus_13,_clus_14,_clus_15,_clus_16,_clus_17,_clus_18,_clus_19,_clus_20,_clus_21,_clus_22,_clus_23,_clus_24,_clus_25,_clus_26,_clus_27,_clus_28,_clus_29,_clus_30
417,.0232522,.1514341,.8485659,538386,81530,409260,47596,129126,409260,2.32e+07,6,6,6,7,6,6,4,5,6,4,5,6,6,6,5,7,7,6,7,7,4,5,7,3,4,4,3,4,6,3,6,6,4,5,5,5,5,-.3888,1.0896,.4574,-.1464,-.6091,-.5447,.7115,-.7824,.673,-1.208,.0232522,.0035212,.019731,1,2,2,4,1,4,5,3,1,2,4,7,2,6,6,6,1,6,2,3,4,2,2,2,5,1,4,5,4,4
418,.0305924,.2611384,.7388616,471321,123080,313021,35220,158300,313021,1.54e+07,7,7,7,7,7,6,7,7,7,6,6,7,7,7,6,7,7,6,7,6,6,6,7,6,4,6,5,4,6,6,4,7,4,5,5,5,6,1.6031,1.5795,-.6261,.0681,-.1921,1.3083,1.5309,.3021,1.6022,.6384,.0305924,.0079888,.0226035,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,1,3,2,6,3,6,5,3,3,6,1,3,3
421,.0015142,0,1,39800,0,26340,13460,13460,26340,2.63e+07,7,6,7,6,7,4,6,7,5,3,2,6,5,5,4,7,6,7,7,6,2,2,4,6,5,4,4,5,4,5,4,6,5,7,7,7,6,.733,-.833,-1.1088,1.5447,-.0447,.0894,.2671,.0319,-.7992,.7145,.0015142,0,.0015142,2,3,3,5,2,2,1,1,1,4,1,5,3,3,1,4,3,1,6,4,3,4,4,1,4,2,3,4,1,5
422,.0360589,.1495695,.8504305,1121218,167700,609988,343530,511230,609988,3.11e+07,6,6,6,5,6,6,7,7,6,5,4,6,6,5,5,7,7,6,5,3,3,3,6,5,5,4,4,5,5,5,5,6,5,5,4,5,4,1.3215,-.899,-.3257,-.5813,-.0447,.0894,.7115,.0319,.0297,.099,.0360589,.0053933,.0306656,2,3,3,5,2,2,2,3,1,4,1,5,3,3,1,4,3,1,6,4,3,4,4,1,4,6,3,4,1,5
424,.0183253,.8444628,.1555372,382468,322980,55688,3800,326780,55688,2.09e+07,7,7,6,6,5,3,6,5,4,5,4,7,7,7,7,7,6,6,6,5,4,4,6,5,5,6,6,7,6,4,6,6,5,4,4,5,6,-.3385,.1502,.4574,-.4554,-.0447,.6743,1.5309,1.6605,1.3452,.099,.0183253,.015475,.0028503,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,6,3,3,6,5,3,3
428,.0545685,.5368545,.4631455,1785400,958500,743300,83600,1042100,743300,3.27e+07,6,6,7,6,7,4,5,4,3,4,2,5,5,5,5,6,6,7,5,3,3,2,6,6,4,3,4,6,5,3,6,6,4,4,5,4,4,-1.3219,-1.3923,.2161,-.8789,-.6091,-.9957,-.1079,.304,-.5133,.6384,.0545685,.0292954,.0252732,1,1,3,3,2,2,1,2,2,3,5,3,6,1,3,2,4,4,5,6,5,6,1,1,2,4,5,2,2,1
429,.0202677,.0819013,.9180987,416355,34100,334735,47520,81620,334735,2.05e+07,7,5,7,6,6,5,6,7,6,5,2,4,5,4,5,7,6,5,5,3,2,1,6,7,7,3,4,3,7,4,6,4,6,5,4,4,4,1.0146,-1.9955,.6988,-.796,-.3142,-.6786,-.4829,-.5122,-.8851,1.4821,.0202677,.0016599,.0186077,1,3,3,3,3,1,1,2,2,4,1,6,7,1,3,2,4,4,5,4,3,4,5,1,2,2,3,4,1,5
430,.0262065,.8162945,.1837055,604696,493610,90626,20460,514070,90626,2.31e+07,6,7,6,6,6,5,7,6,6,7,5,6,5,6,6,7,6,6,5,4,4,4,6,6,6,4,5,5,5,5,5,6,5,5,5,6,5,.9266,-.0729,-.3257,.0684,-.0447,.0894,.2671,.5742,.9589,.7905,.0262065,.0213922,.0048143,2,3,3,5,2,2,5,1,3,4,1,5,3,3,1,4,3,1,3,2,3,5,4,5,4,2,3,4,1,5
431,.0216122,.5813159,.4186841,389530,226440,69580,93510,319950,69580,1.80e+07,6,7,6,5,6,5,5,5,5,6,5,6,5,5,6,7,6,4,4,3,3,2,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4,-.3636,-1.3923,.4574,-1.0992,-.0447,1.3083,.2671,1.3885,.5871,.7905,.0216122,.0125635,.0090487,2,3,3,5,2,2,2,1,2,4,5,6,7,1,1,3,2,4,3,6,3,5,4,6,1,6,3,4,6,5
432,.0131353,0,1,325558,0,182078,143480,143480,182078,2.48e+07,6,7,6,6,7,6,6,7,5,5,6,5,5,6,6,6,6,5,6,5,5,5,6,7,7,6,6,5,7,7,6,6,6,6,6,6,6,.733,.7533,.6988,.8064,.5197,1.6254,-.1079,1.1164,1.2304,1.4821,.0131353,0,.0131353,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
434,.0008858,0,1,19320,0,8120,11200,11200,8120,2.18e+07,7,6,6,6,7,6,5,6,6,5,4,7,5,5,7,5,7,7,5,5,3,5,6,5,6,6,4,2,6,3,4,6,5,5,4,4,4,.3129,.5336,-.6261,-.796,-.0447,.3572,.6422,-.7843,.6015,.1751,.0008858,0,.0008858,1,2,2,4,1,4,5,3,1,5,4,3,8,3,5,6,2,1,4,5,4,2,2,2,4,2,6,5,3,4
435,.0021447,0,1,37410,0,33810,3600,3600,33810,1.74e+07,6,6,7,6,7,6,5,5,6,5,4,4,5,5,5,7,7,6,5,5,5,6,6,5,5,5,5,5,6,4,6,6,6,6,5,5,6,-.082,1.2466,.4574,.3713,.5197,.2233,-.4829,.5742,.0297,.099,.0021447,0,.0021447,2,3,4,1,1,3,3,1,2,5,4,7,2,2,2,1,5,2,3,5,4,2,2,5,1,3,4,5,3,4
436,.0001719,1,0,1000,1000,0,0,1000,0,5816034,7,6,7,4,7,3,7,6,5,3,2,6,5,6,2,4,6,7,7,4,6,6,6,3,2,2,3,6,7,3,6,6,2,4,3,3,2,.6449,1.1334,.6988,-1.9634,-1.7378,-1.4466,.2671,-.2382,-.9992,-1.3601,.0001719,.0001719,0,1,2,2,4,1,3,3,3,4,2,2,2,4,6,5,6,1,2,4,3,1,1,2,3,5,1,2,3,4,6
438,.000576,0,1,8260,0,8260,0,0,8260,1.43e+07,7,7,7,6,7,7,5,7,6,4,6,6,6,6,6,7,7,7,7,4,4,2,7,7,7,7,7,6,4,6,5,6,7,7,7,7,7,.7078,-1.0594,-.5671,1.7592,1.084,1.7593,.7115,1.9307,1.2304,1.4821,.000576,0,.000576,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,3,3,2,3,5,4,6,3,6,3,4,6,5
442,.0068404,.5223637,.4776363,61260,32000,17440,11820,43820,17440,8955644,6,7,6,6,6,6,4,7,6,7,4,7,5,5,6,7,6,7,7,5,6,4,6,3,2,3,2,4,3,2,5,6,7,7,6,6,6,.401,.3699,-.8084,1.1096,1.084,-1.3127,.6422,-1.3246,.3156,-1.3601,.0068404,.0035732,.0032672,2,2,2,4,1,4,5,3,1,2,4,7,2,3,6,6,1,6,2,5,4,1,2,3,5,1,2,5,4,4
448,.001623,0,1,34000,0,12500,21500,21500,12500,2.09e+07,7,7,6,5,6,4,6,7,5,4,4,6,6,7,6,7,7,2,6,4,3,4,7,5,4,4,5,7,7,4,6,7,6,6,6,7,7,.733,-.1827,.6988,1.2357,.9366,-.2277,.7115,1.1183,1.0592,.023,.001623,0,.001623,2,3,4,1,2,2,2,1,3,1,3,1,1,4,1,1,3,3,3,2,3,5,4,6,4,6,3,1,1,5
450,.0021987,0,1,31210,0,31210,0,0,31210,1.42e+07,6,7,7,6,6,3,7,7,7,7,6,7,6,7,7,6,7,7,6,5,4,3,6,6,2,5,2,7,6,6,6,7,7,5,6,6,6,1.6031,-.3431,.4574,.5032,1.501,.8574,1.0865,-.5084,1.8881,.4863,.0021987,0,.0021987,2,3,3,5,2,2,2,1,3,1,3,1,3,4,1,3,3,3,3,2,3,4,4,6,4,6,3,1,6,5
451,.0315112,0,1,523010,0,215050,307960,307960,215050,1.66e+07,5,4,4,4,5,2,4,6,5,3,2,4,3,4,2,5,5,4,3,4,2,3,4,6,5,3,2,4,4,3,4,6,4,2,3,2,2,-.2756,-.7859,-1.1088,-2.7846,-.6091,-.9957,-1.3716,-1.3246,-1.7428,.7145,.0315112,0,.0315112,1,1,1,2,3,1,4,2,4,3,6,4,6,5,4,5,6,5,1,6,5,6,3,4,2,5,5,2,2,2
452,.0008489,0,1,16290,0,1700,14590,14590,1700,1.92e+07,7,7,7,7,7,5,7,7,2,2,2,5,3,5,4,7,7,7,5,6,2,2,7,7,4,7,5,7,7,5,7,6,6,7,7,7,7,.1948,-.833,1.2406,1.7592,.5197,1.4423,-.9966,1.1183,-.7992,1.2539,.0008489,0,.0008489,2,3,3,3,3,1,1,1,3,1,5,6,7,4,3,3,4,4,3,2,3,5,4,6,1,6,5,4,6,1
455,.0096283,.1257773,.8742227,198764,25000,104674,69090,94090,104674,2.06e+07,1,1,1,1,1,1,4,4,5,2,3,6,6,6,6,6,6,6,6,4,2,2,6,7,7,6,6,6,6,5,6,6,6,6,6,6,6,-1.0654,-1.2791,.4574,.8064,.5197,.9913,.7115,1.3885,.4159,1.4821,.0096283,.001211,.0084173,2,3,3,5,2,2,2,1,3,4,3,6,7,4,1,3,3,4,3,2,3,5,4,6,1,6,3,4,6,5
458,.0128994,.8738505,.1261495,336442,294000,30352,12090,306090,30352,2.61e+07,6,6,6,6,6,4,6,3,2,2,6,6,3,6,2,7,7,7,7,7,7,1,7,7,7,5,3,2,6,3,6,2,6,6,6,5,5,-1.6916,-.5539,.4574,.3771,-1.1481,-.0937,-.6215,-1.3265,.0867,1.4821,.0128994,.0112722,.0016273,1,1,1,3,2,3,1,2,2,5,5,3,7,1,3,2,4,4,5,6,5,6,3,4,2,5,5,2,2,2
459,.0221731,.210776,.789224,444785,93750,297165,53870,147620,297165,2.01e+07,6,6,6,6,6,4,6,6,4,4,4,4,5,6,6,7,6,6,6,5,5,4,6,6,6,6,4,6,6,5,6,6,6,6,6,6,6,.0564,.2601,.4574,.8064,.5197,.9913,-.4829,.304,.6874,.7905,.0221731,.0046736,.0174996,2,3,4,1,1,3,3,1,3,1,3,6,7,2,2,1,5,4,3,2,5,5,1,5,1,4,5,5,3,1
461,.0053785,.5352818,.4647182,119750,64100,42960,12690,76790,42960,2.23e+07,4,5,4,5,4,3,2,2,2,2,1,2,2,2,2,4,5,5,5,6,6,6,5,5,3,4,3,5,4,5,3,5,5,6,6,4,5,-3.3138,1.5795,-1.6506,.1623,-.4617,.0894,-2.566,-.5103,-2.7579,-.0531,.0053785,.002879,.0024995,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,5,1,2,6,3,4,6,5,1,2,5,2
462,.0198125,0,1,427193,0,326033,101160,101160,326033,2.16e+07,7,7,7,6,6,6,6,6,6,6,6,7,7,6,6,7,6,6,6,6,4,2,6,6,5,6,5,6,7,6,7,6,5,5,5,5,5,.6197,-.6133,1.2406,-.1464,-.0447,1.3083,1.5309,.8462,1.2304,.7145,.0198125,0,.0198125,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,3,3,2,3,5,4,6,3,6,3,4,6,5
463,.007015,0,1,113594,0,92704,20890,20890,92704,1.62e+07,6,7,6,7,6,4,6,6,5,5,5,5,5,6,6,6,6,7,6,6,6,4,6,7,4,7,6,6,5,6,6,6,6,6,6,4,5,.3381,.593,.2161,.1623,.5197,1.7593,-.1079,1.3885,.9589,1.2539,.007015,0,.007015,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
464,.0153395,.0939137,.9060863,380349,35720,215189,129440,165160,215189,2.48e+07,7,7,6,6,6,6,7,6,6,5,5,5,6,6,5,6,7,7,6,5,5,5,6,7,6,6,7,6,6,6,7,7,6,5,6,6,6,.9266,.7533,.9992,.5032,.9366,1.3083,.3364,1.9307,.673,1.406,.0153395,.0014406,.0138989,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
465,.0054233,0,1,112616,0,83156,29460,29460,83156,2.08e+07,7,7,7,6,6,5,6,6,6,5,5,6,5,6,5,7,7,6,5,3,2,1,7,5,5,4,4,5,6,4,7,6,4,5,5,4,5,.6197,-1.9955,.9992,-.3612,-.6091,-.2277,.2671,.0319,.673,.099,.0054233,0,.0054233,1,3,3,5,2,2,2,3,2,4,1,6,3,1,1,3,3,4,5,4,3,4,5,1,2,6,3,4,1,5
468,.0053209,0,1,130194,0,120594,9600,9600,120594,2.45e+07,5,6,6,3,6,4,4,6,4,3,3,3,3,4,3,6,4,4,6,4,3,3,4,2,2,3,3,3,6,2,6,4,4,3,3,3,3,-.5572,-.676,.4574,-2.0521,-1.443,-1.3127,-1.7467,-1.0544,-1.1854,-1.9755,.0053209,0,.0053209,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,1,3,3,6,5,1,3,5,6
469,.0090562,0,1,257044,0,233854,23190,23190,233854,2.84e+07,5,6,6,6,6,5,5,5,6,4,4,6,6,4,3,7,7,5,5,4,3,4,5,4,4,2,2,4,5,4,5,6,5,4,5,6,6,-.082,-.1827,-.3257,-.0203,-.0447,-1.1296,.7115,-1.3246,-.914,-.5925,.0090562,0,.0090562,1,2,2,4,2,3,3,3,1,2,2,2,4,6,6,6,1,6,2,3,1,1,5,3,5,1,2,5,4,6
470,.011356,0,1,150700,0,149030,1670,1670,149030,1.33e+07,6,7,6,5,6,4,5,7,5,5,4,5,5,6,5,7,6,6,6,6,5,4,7,5,6,6,5,4,6,5,6,6,4,6,7,6,6,.4262,.4831,.4574,1.0267,-.6091,.9913,-.1079,.3021,.4015,.1751,.011356,0,.011356,2,3,4,1,1,3,3,1,3,5,3,7,7,2,2,1,5,2,3,5,5,2,1,5,1,2,5,5,3,1
471,.0079744,.1423804,.8576196,240904,34300,171634,34970,69270,171634,3.02e+07,6,6,6,5,6,2,2,3,3,6,4,5,5,6,6,6,6,7,4,2,1,1,7,5,6,4,4,4,5,2,5,6,4,5,5,4,5,-2.6372,-2.3284,-.3257,-.3612,-.6091,-.8617,-.1079,-.2401,.6874,.1751,.0079744,.0011354,.006839,1,1,1,3,2,2,2,2,2,4,6,6,6,1,3,2,4,4,5,6,2,6,3,1,6,5,1,2,2,2
472,.0000759,1,0,1000,1000,0,0,1000,0,1.32e+07,6,7,7,6,7,2,5,7,6,7,6,7,6,4,7,6,7,7,6,4,6,4,4,4,6,4,4,7,6,6,6,6,6,4,4,6,7,.7078,.1469,.4574,-.0261,.5197,.4064,1.0865,.5761,.7727,-.4404,.0000759,.0000759,0,2,3,4,1,1,4,5,1,3,1,3,1,2,2,2,1,5,3,3,5,6,2,6,2,4,3,6,1,3,3
475,.0041616,0,1,116230,0,78330,37900,37900,78330,2.79e+07,6,6,6,5,6,5,5,6,6,2,4,5,4,6,2,7,6,6,6,6,2,4,2,3,4,1,2,5,7,4,6,7,5,6,4,6,6,.3129,.1535,.6988,.3657,.3722,-1.5805,-.5522,-1.0525,-.4563,-1.208,.0041616,0,.0041616,1,2,2,4,3,3,3,3,1,2,2,2,4,6,6,6,1,6,2,3,1,1,5,3,5,1,4,5,4,6
476,.0255924,.0287941,.9712059,465373,13400,413523,38450,51850,413523,1.82e+07,7,7,7,4,6,3,5,6,7,6,5,5,7,7,6,7,5,5,4,3,2,2,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,.5946,-1.5022,.4574,.8064,.5197,1.3083,.7808,.8462,1.3307,.7905,.0255924,.0007369,.0248555,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,4,3,2,3,5,4,6,3,6,3,4,6,5
478,.0056215,.056527,.943473,81377,4600,73277,3500,8100,73277,1.45e+07,6,6,6,6,6,5,4,7,5,4,5,6,5,6,5,7,7,7,4,3,2,1,4,4,1,4,5,5,6,4,7,7,7,7,7,7,7,.1193,-1.9955,.9992,1.7592,1.501,-.2277,.2671,.5742,.673,-.8207,.0056215,.0003178,.0053037,2,3,3,5,2,2,2,1,3,4,1,6,3,4,1,3,3,4,3,4,3,4,4,1,4,6,3,4,1,5
481,.0030286,.7921715,.2078285,64380,51000,9980,3400,54400,9980,2.13e+07,6,7,6,6,6,5,4,6,6,6,5,4,5,5,5,5,6,6,5,5,4,4,6,6,7,5,4,5,6,5,7,6,6,6,6,6,6,.0061,.1502,.9992,.8064,.5197,.5403,-.4829,.0319,.3012,.8666,.0030286,.0023991,.0006294,2,3,3,3,1,3,3,1,3,5,5,6,7,1,3,3,4,4,3,4,5,5,1,5,1,4,5,4,3,1
483,.0022008,.7237917,.2762083,42830,31000,10830,1000,32000,10830,1.95e+07,6,5,6,7,6,4,7,6,4,4,2,5,5,5,4,6,7,6,7,7,6,6,6,4,4,3,4,5,6,4,6,6,6,5,6,6,5,.3632,1.8026,.4574,.2887,.5197,-.6786,-.1079,.0319,-.7992,-.5925,.0022008,.0015929,.0006079,2,2,2,4,1,3,3,3,1,5,4,7,2,2,6,6,1,2,2,5,4,2,2,2,4,3,4,5,4,4
484,.001725,.757166,.242834,36980,28000,8980,0,28000,8980,2.14e+07,7,7,6,5,5,4,4,5,6,5,3,7,5,6,3,7,6,6,5,4,5,4,4,3,2,2,5,6,7,2,6,6,2,4,5,4,6,-.3888,.037,.6988,-.4499,-1.7378,-1.7636,.6422,.8462,-.4418,-1.3601,.001725,.0013061,.0004189,1,2,2,4,1,3,3,3,1,2,2,2,4,6,6,6,1,2,2,3,1,1,5,3,5,1,2,3,4,6
485,.013228,.1182935,.8817065,223571,26447,165534,31590,58037,165534,1.69e+07,7,7,5,6,6,4,4,5,3,6,2,5,5,5,4,6,6,7,5,5,4,4,4,4,2,2,4,2,6,2,6,7,5,4,4,4,5,-1.2338,.1502,.4574,-.8847,.3722,-1.7636,-.1079,-.7843,-.7992,-.7446,.013228,.0015648,.0116632,1,1,1,3,3,3,3,2,4,2,2,2,4,6,6,6,1,6,2,3,4,1,5,3,5,4,4,5,4,4
489,.0111096,.3651428,.6348572,262815,95965,136140,30710,126675,136140,2.37e+07,6,6,6,6,5,4,4,4,2,4,3,4,3,5,5,4,5,6,6,6,4,2,6,3,2,2,2,4,2,2,3,6,6,6,4,6,6,-1.9103,-.6133,-2.1333,.3657,.5197,-1.7636,-1.3716,-1.3246,-.2418,-1.3601,.0111096,.0040566,.007053,1,1,1,2,3,1,1,2,4,2,6,4,6,5,4,5,6,5,1,1,2,1,3,3,6,5,1,2,5,2
491,.0215365,.2600706,.7399294,209174,54400,10774,144000,198400,10774,9712536,7,7,7,7,7,7,4,5,5,4,2,6,4,4,4,6,4,7,6,5,4,4,4,5,5,5,4,4,7,4,7,6,4,4,4,4,4,-.6705,.1502,1.2406,-1.0992,-.6091,.2233,-.1772,-.2401,-1.171,.099,.0215365,.005601,.0159355,1,1,1,3,3,3,3,2,2,5,5,3,8,1,5,2,2,2,5,6,5,2,1,5,2,4,5,5,2,1
494,.0023887,0,1,29470,0,27060,2410,2410,27060,1.23e+07,5,6,6,6,6,6,6,7,4,4,3,6,3,4,4,5,5,2,5,6,5,4,6,4,2,4,5,5,5,5,6,5,5,6,5,3,5,.4513,.4831,.2161,-.2728,-.4617,.0894,-.6215,.5742,-.8995,-.7446,.0023887,0,.0023887,1,2,2,3,3,3,3,3,2,5,5,7,8,1,5,6,1,2,4,5,4,2,1,5,2,4,4,5,4,4
496,.0001572,0,1,3930,0,3930,0,0,3930,2.50e+07,5,7,6,6,6,5,4,6,6,3,2,4,5,7,5,7,7,6,7,7,6,6,5,6,6,5,4,4,4,5,4,6,5,6,6,7,7,.0061,1.8026,-1.1088,1.2357,-.0447,.5403,-.4829,-.2401,.2304,.7905,.0001572,0,.0001572,2,2,4,1,1,3,3,3,1,5,4,7,2,2,2,1,5,1,4,5,6,2,2,5,1,3,6,5,3,3
497,.001051,.8888889,.1111111,33750,30000,0,3750,33750,0,3.21e+07,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,7,7,7,7,7,7,7,7,7,7,7,1.6031,2.4057,1.2406,1.7592,1.501,1.1744,1.5309,2.2028,2.1596,.7905,.001051,.0009342,.0001168,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
500,.0045313,.1746172,.8253828,79030,13800,49400,15830,29630,49400,1.74e+07,5,6,6,7,6,6,3,5,5,4,4,5,4,5,5,7,7,7,7,5,5,3,7,7,7,6,5,3,6,4,5,5,6,6,7,6,6,-.9773,-.2332,-.0843,1.0267,.1027,.6743,-.5522,.03,.0297,1.4821,.0045313,.0007912,.00374,2,1,3,3,3,3,1,1,2,4,5,6,7,1,3,3,4,4,5,4,5,6,1,5,1,4,5,4,2,1
503,.0017024,.1743277,.8256723,39007,6800,23727,8480,15280,23727,2.29e+07,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,5,6,6,4,5,5,5,5,.6197,1.5795,.4574,-.1464,-.6091,.9913,.7115,1.3885,1.2304,1.406,.0017024,.0002968,.0014056,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,5,3,3,6,1,3,3
507,.0109188,.1324158,.8675842,243400,32230,134120,77050,109280,134120,2.23e+07,5,5,5,5,5,4,5,5,6,5,5,6,6,6,5,7,6,6,6,6,6,4,7,2,2,4,2,2,4,5,4,7,7,7,7,7,7,-.082,.593,-1.1088,1.7592,1.501,.0894,.7115,-1.8687,.673,-1.9755,.0109188,.0014458,.009473,2,2,2,4,1,4,5,3,1,2,4,7,2,3,6,6,5,6,2,5,4,1,2,2,5,1,2,5,4,4
508,.0027001,.3168923,.6831077,31020,9830,17190,4000,13830,17190,1.15e+07,7,6,6,6,6,5,6,5,6,4,4,7,6,4,3,6,7,7,6,6,6,4,6,7,6,6,6,6,7,7,7,7,7,7,7,7,7,.2248,.593,1.2406,1.7592,1.501,1.6254,1.0865,1.3885,-.914,1.406,.0027001,.0008556,.0018445,2,3,4,1,1,3,3,1,3,1,3,1,1,4,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
514,.0022952,0,1,45365,0,45365,0,0,45365,1.98e+07,6,6,6,4,6,4,5,6,7,6,4,6,4,4,6,6,6,7,6,5,6,3,7,1,1,2,4,6,6,4,6,6,6,6,4,4,5,.5946,-.1233,.4574,-.2783,.5197,-1.1296,-.1772,.304,-.0562,-2.6671,.0022952,0,.0022952,1,2,2,4,2,3,1,3,1,2,2,2,4,6,6,6,1,6,2,3,1,1,2,3,5,1,2,3,4,6
515,.0030939,0,1,73937,0,56737,17200,17200,56737,2.39e+07,6,6,7,6,7,7,5,5,6,4,2,5,5,6,5,7,7,6,6,3,5,4,6,4,2,2,2,2,4,2,6,6,5,5,4,6,6,-.082,-.186,-.0253,.0625,-.0447,-1.7636,-.1079,-1.8687,-.1414,-.7446,.0030939,0,.0030939,1,2,2,4,2,3,1,3,1,2,2,2,4,6,6,6,1,6,2,3,1,1,5,3,5,1,2,5,4,6
516,.0082629,0,1,177453,0,162141,15312,15312,162141,2.15e+07,6,6,6,6,6,6,6,6,6,6,6,4,5,6,6,6,7,6,6,5,4,4,6,6,5,5,4,4,6,4,6,6,6,5,6,6,5,.6197,.1502,.4574,.2887,.5197,.2233,-.4829,-.2401,1.2304,.7145,.0082629,0,.0082629,2,3,3,5,1,4,5,1,3,4,1,6,3,2,1,1,5,4,3,4,5,4,2,5,1,2,5,4,3,1
521,.0065738,0,1,97175,0,78995,18180,18180,78995,1.48e+07,5,5,6,4,6,4,6,5,5,3,4,4,4,4,3,6,5,5,4,3,3,3,5,4,3,3,3,3,2,2,2,5,2,2,2,2,2,-.0568,-.899,-2.6751,-3.0049,-2.1548,-1.3127,-.9273,-1.0544,-.914,-.6686,.0065738,0,.0065738,1,1,1,2,3,1,1,2,4,3,6,4,6,5,4,5,6,5,1,1,1,1,3,4,2,5,1,3,5,6
522,.0389644,.6769635,.3230365,957186,647980,267846,41360,689340,267846,2.46e+07,6,6,5,4,7,6,7,4,7,1,5,6,4,6,3,7,6,7,7,7,6,1,6,5,5,6,7,4,7,3,7,5,4,5,6,6,6,.4184,-.6638,1.2406,.5032,-1.026,.3572,-.1772,1.3866,.1011,.099,.0389644,.0263775,.0125869,2,3,3,1,2,2,1,1,2,5,5,6,7,1,3,3,4,4,3,4,5,5,1,5,1,4,5,3,2,1
523,.0134327,0,1,187120,0,166560,20560,20560,166560,1.39e+07,7,6,7,6,6,7,6,7,6,4,6,6,6,6,6,7,7,7,7,5,4,4,7,7,6,6,4,3,4,2,2,6,6,6,6,6,6,1.0146,.1502,-2.1924,.8064,.5197,.0402,.7115,-.5122,1.2304,1.406,.0134327,0,.0134327,2,3,3,5,1,4,5,1,1,4,1,5,3,3,1,4,3,1,6,2,3,4,2,1,4,2,6,1,3,5
525,.0074943,.3817384,.6182616,122990,46950,76040,0,46950,76040,1.64e+07,6,7,7,7,7,6,7,7,7,6,4,6,6,6,6,7,7,7,7,5,6,3,7,6,6,3,2,3,3,3,3,7,7,6,6,6,6,1.6031,-.1233,-1.892,.8064,1.501,-.9957,.7115,-1.5967,.6874,.7905,.0074943,.0028609,.0046334,2,2,2,5,2,2,5,3,1,4,1,5,3,3,1,4,3,1,6,4,4,4,5,1,4,2,3,1,1,4
526,.0010138,0,1,15960,0,9030,6930,6930,9030,1.57e+07,6,6,6,5,6,6,5,5,4,4,4,4,5,5,5,7,6,4,5,4,4,4,6,6,6,4,4,6,6,4,7,5,6,6,6,6,6,-.6453,-.0729,.9992,.8064,.1027,-.2277,-.4829,.304,.0297,.7905,.0010138,0,.0010138,2,3,3,3,3,3,1,1,2,5,5,6,7,1,3,3,4,4,5,4,5,6,1,5,1,4,5,5,2,1
532,.0012029,.794071,.2059291,18890,15000,3890,0,15000,3890,1.57e+07,6,7,6,6,6,6,6,6,5,5,4,4,4,5,3,6,6,6,6,5,4,3,6,5,4,3,2,4,6,3,5,5,4,4,4,4,4,.3381,-.3431,-.0843,-1.0992,-1.026,-.9957,-.9273,-1.3246,-.5422,.023,.0012029,.0009552,.0002477,1,1,2,3,3,1,1,2,4,2,2,2,4,6,5,6,2,5,1,3,1,1,5,4,2,2,5,3,2,6
533,.004775,0,1,81680,0,39930,41750,41750,39930,1.71e+07,7,7,7,6,7,4,6,6,6,5,4,6,6,6,6,7,6,6,6,5,2,1,7,7,2,2,2,6,2,2,6,6,6,5,5,5,5,.6197,-1.5493,-.508,-.1464,.5197,-1.7636,.7115,-.7805,.6874,1.1018,.004775,0,.004775,1,3,3,5,2,2,2,3,1,4,1,5,3,3,1,4,3,4,6,4,3,4,5,1,4,6,3,4,1,5
