code,ratio_eco_total,ratio_orgashop,ratio_mart,orgashop_mart,orgashop,mart_wo_orga,mart_orga,orga_total,eco_wo_orga,exp_total,sel1,sel2,sel3,sel4,sel5,sel6,heal1,heal2,heal3,heal4,heal5,sec1,sec2,sec3,sec4,fre1,fre2,fre3,econ1,econ2,econ3,econ4,tast1,tast2,tast3,plea1,plea2,plea3,habi1,habi2,habi3,atti1,atti2,atti3,atti4,atti5,atti6,heal,econ,habit,info,local,new,no_add,plea,sec,taste,ratio_orga_total,ratio_orga_shop,ratio_mart_eco,_clus_1,_clus_2,_clus_3,_clus_4,_clus_5,_clus_6,_clus_7,_clus_8,_clus_9,_clus_10,_clus_11,_clus_12,_clus_13,_clus_14,_clus_15,_clus_16,_clus_17,_clus_18,_clus_19,_clus_20,_clus_21,_clus_22,_clus_23,_clus_24,_clus_25,_clus_26,_clus_27,_clus_28,_clus_29,_clus_30
639,.0230208,.8730443,.1269557,541370,472640,53200,15530,488170,53200,2.35e+07,6,6,7,4,6,5,4,6,1,4,1,4,2,2,4,7,7,5,4,4,4,2,6,4,4,6,6,1,3,3,3,6,6,4,4,4,5,-1.4022,-1.0594,-1.892,-.8847,.5197,.3572,-1.8159,.0281,-2.1861,-.5925,.0230208,.0200981,.0029226,1,1,1,2,3,1,4,2,4,3,6,4,6,5,4,5,6,5,5,6,5,6,1,4,1,4,1,2,2,2
642,.003393,.3409091,.6590909,88000,30000,58000,0,30000,58000,2.59e+07,5,6,5,7,6,4,6,5,4,4,4,6,6,4,5,6,6,2,4,6,6,6,4,5,2,4,2,6,6,2,6,6,4,4,5,6,6,-.3385,1.5795,.4574,-.0203,-.6091,-.8617,.7115,-.7805,-.3421,-.1292,.003393,.0011567,.0022363,1,2,2,4,1,4,3,3,1,5,4,7,8,6,5,6,2,2,4,5,4,2,2,2,2,2,6,5,4,4
644,.0124787,.0839902,.9160098,145255,12200,85895,47160,59360,85895,1.16e+07,5,7,7,5,6,4,4,4,4,5,2,4,4,5,5,7,7,4,4,3,4,3,7,7,7,1,4,3,2,2,2,5,4,4,4,4,4,-1.347,-.7892,-2.6751,-1.0992,-1.026,-2.2146,-.9273,-.5122,-.5133,1.4821,.0124787,.0010481,.0114306,1,1,1,3,3,1,1,2,4,3,6,4,6,5,4,5,6,5,1,6,2,6,3,4,2,4,5,2,2,2
645,.003071,.8575512,.1424488,41980,36000,5980,0,36000,5980,1.37e+07,6,6,6,6,6,6,6,6,7,4,4,6,6,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,6,4,5,6,7,6,6,6,6,.9014,1.5795,-.0843,.8064,1.084,-.2277,.7115,-.2401,.0297,-.5925,.003071,.0026335,.0004375,2,2,2,4,1,4,5,3,1,1,4,7,2,2,2,1,5,3,2,5,4,2,2,2,4,3,6,1,3,4
646,.0178168,.8862031,.1137969,403350,357450,23990,21910,379360,23990,2.26e+07,1,1,1,3,1,7,2,3,4,2,2,7,7,7,6,7,7,7,7,2,2,2,7,7,7,4,4,6,7,7,7,7,7,6,6,6,5,-2.3556,-1.7252,1.2406,.5919,1.501,.7235,1.5309,.304,.5163,1.4821,.0178168,.0157893,.0020275,2,3,3,5,2,2,2,1,3,4,1,6,7,4,1,3,3,4,3,4,3,5,4,6,1,6,3,4,6,5
647,.0534214,.8373759,.162624,1145833,959493,153530,32810,992303,153530,2.14e+07,1,1,1,1,1,4,4,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1,4,4,4,4,1,4,1,1,4,4,4,1,-3.3767,-2.5514,-1.1088,-1.7428,-4.3869,-1.1788,-2.2603,-.2401,-3.4157,-.8207,.0534214,.0447338,.0086876,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,6,3,4,6,5,1,2,5,2
648,.0006619,0,1,8990,0,8990,0,0,8990,1.36e+07,7,7,7,7,7,6,7,7,7,7,4,7,5,6,6,7,7,7,5,6,4,4,7,7,7,6,6,6,7,3,7,7,7,7,7,7,7,1.6031,.3733,1.2406,1.7592,1.501,.3572,.6422,1.3885,.6874,1.4821,.0006619,0,.0006619,2,3,4,1,1,4,5,1,3,1,3,1,1,4,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
649,.0019682,0,1,49570,0,42990,6580,6580,42990,2.52e+07,6,6,6,6,5,5,4,6,6,2,2,5,5,5,4,7,6,7,7,6,2,2,4,3,6,4,4,4,4,4,5,6,6,3,3,4,4,.0061,-.833,-.5671,-1.6228,.5197,-.2277,-.1079,-.2401,-.7992,-1.0558,.0019682,0,.0019682,1,2,2,4,3,1,1,2,1,2,2,2,4,6,6,6,1,6,2,3,4,1,5,1,4,1,2,3,4,4
650,0,,,0,0,0,0,0,0,1.26e+07,7,7,7,6,7,7,7,7,7,6,2,7,2,7,7,7,7,7,2,6,6,7,7,5,1,1,1,4,6,4,6,7,7,6,2,2,2,1.6031,2.0728,.4574,-1.7921,1.501,-1.5805,-.6908,-1.8668,.8022,-.2052,0,0,0,1,2,2,4,1,4,3,3,1,2,4,7,2,6,6,6,1,6,2,3,4,1,2,2,5,3,6,1,4,4
652,.0059489,0,1,106690,0,99890,6800,6800,99890,1.79e+07,6,6,6,7,6,4,6,6,4,4,4,5,5,5,4,7,6,7,6,6,4,4,6,6,4,6,4,4,6,4,6,6,5,6,6,6,6,.0564,.3733,.4574,.8064,-.0447,.6743,-.1079,-.2401,-.2562,.6384,.0059489,0,.0059489,2,3,3,3,1,3,3,1,2,5,5,6,7,1,3,1,4,4,3,5,5,2,1,5,1,2,5,5,3,1
653,.0166601,.3321062,.6678938,152662,50700,93952,8010,58710,93952,9163352,7,6,6,6,6,4,7,6,6,6,4,7,7,7,6,7,7,7,7,7,6,2,5,7,2,6,2,2,7,6,7,7,4,7,7,7,7,.9266,-.1705,1.2406,1.7592,-.1921,1.3083,1.5309,-1.8687,1.0592,1.1018,.0166601,.0055329,.0111272,2,3,3,5,2,4,2,1,3,1,3,1,3,4,1,3,5,3,3,2,3,4,5,1,4,2,3,1,6,5
654,.0312866,.4005637,.5994363,478950,191850,225230,61870,253720,225230,1.53e+07,6,6,5,4,6,6,5,7,2,4,5,5,2,6,6,6,6,7,6,5,2,2,6,5,4,6,2,7,6,6,6,6,5,6,6,6,6,-.4188,-1.0561,.4574,.8064,-.0447,1.3083,-1.4409,-.5084,.9589,.023,.0312866,.0125323,.0187543,2,1,3,3,2,2,1,1,2,4,5,6,7,1,3,3,4,4,5,4,5,6,1,4,1,4,5,2,2,1
655,.0060768,.242175,.757825,83898,20318,60980,2600,22918,60980,1.38e+07,6,6,6,5,6,6,5,6,5,5,4,5,5,5,5,7,6,6,5,4,4,3,6,5,5,4,4,3,3,3,3,5,4,6,6,6,6,.0313,-.5661,-1.892,.8064,-1.026,-.5447,-.1079,-.5122,.0297,.099,.0060768,.0014716,.0046051,1,2,2,4,2,2,1,3,1,2,1,5,6,3,3,4,1,1,6,4,5,4,5,4,2,2,5,3,2,1
656,.0119588,.3126097,.6873903,284860,89050,188840,6970,96020,188840,2.38e+07,6,5,6,6,6,4,6,6,6,6,4,6,5,6,6,6,6,7,6,6,5,4,4,5,3,3,3,3,5,5,6,6,6,5,6,5,6,.6197,.4831,.2161,.2884,.5197,-.3616,.2671,-1.0544,.6874,-.0531,.0119588,.0037384,.0082203,2,2,2,4,1,4,5,3,1,4,4,7,2,3,6,6,5,6,2,5,4,2,2,2,4,2,6,1,4,4
661,.0027085,0,1,31590,0,28110,3480,3480,28110,1.17e+07,6,6,7,6,6,4,6,6,6,6,4,7,6,6,6,6,6,7,6,4,2,4,6,6,6,6,6,4,6,4,6,6,4,6,6,6,4,.6197,-.2926,.4574,.3774,-.6091,.6743,1.0865,.8443,.6874,.7905,.0027085,0,.0027085,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,3,3,2,3,5,4,5,3,2,3,4,6,5
662,.0032837,0,1,124450,0,100130,24320,24320,100130,3.79e+07,6,6,6,2,6,4,4,6,2,5,7,6,6,7,4,7,6,5,6,4,2,1,6,6,2,6,4,2,6,4,4,6,2,4,6,4,6,-1.1205,-1.7724,-.6261,-.2295,-1.7378,.6743,.7115,-.7843,1.3018,.4863,.0032837,0,.0032837,1,3,3,5,2,2,2,3,2,4,1,3,3,1,5,2,2,4,5,6,5,4,1,1,2,2,5,3,2,1
663,.0005806,0,1,11740,0,3960,7780,7780,3960,2.02e+07,6,6,7,4,6,4,4,5,4,2,2,3,3,4,4,7,5,5,5,6,5,3,5,5,4,4,2,4,6,4,6,4,4,5,5,6,4,-.9521,-.0101,.4574,-.1462,-1.443,-.2277,-1.7467,-1.3246,-1.171,.023,.0005806,0,.0005806,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,2,6,5,5,1,2,6,3,4,6,5,1,2,2,2
664,.0266195,.8214852,.1785148,650030,533990,28610,87430,621420,28610,2.44e+07,5,5,6,6,4,4,6,6,6,4,2,6,4,5,4,6,6,6,5,5,4,5,5,4,3,3,3,7,4,6,6,4,5,4,3,4,5,.6197,.6435,-.0253,-1.1051,-.8786,-.0445,-.1772,.0338,-.7992,-.6686,.0266195,.0218675,.004752,1,2,2,4,3,3,3,3,1,5,2,3,8,6,5,6,2,2,4,3,4,2,2,5,2,1,4,5,4,4
665,.0070711,0,1,120020,0,77220,42800,42800,77220,1.70e+07,6,5,6,6,6,5,4,5,7,3,5,5,4,5,5,7,6,6,6,6,5,3,6,7,7,6,5,4,7,6,7,5,6,4,6,6,5,-.1072,-.0101,1.2406,-.0145,.1027,1.3083,-.5522,.3021,.3012,1.4821,.0070711,0,.0070711,2,3,3,3,2,3,1,1,2,5,5,6,7,1,3,3,4,4,3,6,5,5,1,5,1,2,5,4,6,1
669,.0006285,0,1,12040,0,8060,3980,3980,8060,1.92e+07,6,6,7,6,7,4,4,6,6,4,4,4,3,4,5,7,6,7,6,4,4,4,6,4,5,4,4,4,4,4,5,6,4,5,5,4,5,.0061,-.0729,-.5671,-.3612,-.6091,-.2277,-1.3716,-.2401,-.3421,-.5164,.0006285,0,.0006285,1,1,1,3,3,1,1,2,4,2,2,2,6,6,3,6,1,2,5,6,5,6,1,4,2,4,4,2,2,1
672,.0105767,.4229143,.5770857,278307,117700,140497,20110,137810,140497,2.63e+07,5,5,5,4,6,5,4,4,5,5,5,5,5,5,4,6,7,6,6,6,4,2,7,7,6,6,4,6,6,6,7,7,4,4,4,5,5,-1.0654,-.6133,.9992,-.6699,-.1921,1.3083,-.1079,.304,.0152,1.406,.0105767,.0044731,.0061037,2,3,3,3,2,2,1,1,2,5,5,3,7,1,3,2,4,4,5,6,5,5,1,5,1,4,5,4,2,1
673,.0828059,.9244521,.0755479,1350097,1248100,67877,34120,1282220,67877,1.63e+07,5,6,6,4,4,4,6,6,5,4,5,6,6,6,5,7,6,2,5,5,4,2,6,4,5,5,4,4,6,5,6,7,7,6,6,6,6,.3381,-.8363,.4574,.8064,1.501,.5403,.7115,-.2401,.673,-.5164,.0828059,.0765501,.0062558,2,2,3,5,2,2,2,1,3,4,1,6,3,4,1,3,3,4,3,4,3,4,4,1,4,6,3,4,6,5
674,.008646,0,1,126629,0,109949,16680,16680,109949,1.46e+07,7,7,7,7,7,4,6,7,5,4,2,7,4,6,7,7,7,7,6,6,4,2,7,6,7,5,5,6,7,5,6,7,6,5,7,7,7,.733,-.6133,.6988,1.1528,.9366,.5403,.1978,.8462,.4304,.8666,.008646,0,.008646,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,3,3,2,3,5,4,6,3,6,3,4,6,5
675,.1783376,.9103111,.0896889,4107376,3738990,300016,68370,3807360,300016,2.30e+07,7,7,7,6,6,4,6,6,6,7,4,7,6,7,7,7,7,7,4,2,2,4,7,6,5,6,4,4,6,6,6,7,7,7,7,7,7,.6197,-.7387,.4574,1.7592,1.501,1.3083,1.0865,-.2401,1.3452,.7145,.1783376,.1623427,.0159949,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,3,3,2,3,5,4,6,3,6,3,4,6,5
686,.0079399,.5612847,.4387152,277720,155880,104370,17470,173350,104370,3.50e+07,6,6,7,6,6,6,3,4,3,2,2,4,5,6,3,7,6,4,5,6,4,5,4,3,4,3,3,4,2,4,3,4,5,5,5,6,5,-1.9355,.8665,-2.1333,.0684,-.8786,-.6786,-.4829,-.7824,-.7133,-1.208,.0079399,.0044565,.0034833,1,1,1,2,3,3,3,2,4,3,6,4,6,5,4,5,6,5,1,1,2,6,3,3,6,5,1,2,5,2
687,.0052078,0,1,86720,0,64080,22640,22640,64080,1.67e+07,6,6,6,6,6,6,6,6,6,5,5,4,4,5,5,4,7,6,5,5,5,4,6,5,4,4,4,4,4,3,4,5,5,5,5,5,5,.6197,.2601,-1.1088,-.1464,-.4617,-.5447,-.9273,-.2401,.3012,.023,.0052078,0,.0052078,1,2,2,4,3,3,3,3,1,2,4,5,6,3,5,4,1,2,4,3,5,2,2,4,2,4,5,5,4,1
688,.0140378,.7540001,.2459999,545305,411160,125675,8470,419630,125675,3.88e+07,7,7,7,5,7,5,6,6,5,5,4,5,5,4,6,7,6,5,6,4,4,3,6,6,4,4,5,6,6,5,7,7,7,6,6,6,6,.3381,-.5661,.9992,.8064,1.501,.0894,-.1079,.8462,-.0562,.6384,.0140378,.0105845,.0034533,2,3,3,3,2,2,1,1,3,1,3,6,7,4,1,3,3,4,3,4,3,5,4,6,3,6,3,4,1,5
690,.0050432,.5967241,.4032759,70820,42260,28560,0,42260,28560,1.40e+07,7,6,6,6,7,4,3,7,3,4,4,6,4,5,3,6,7,7,6,4,3,4,7,4,4,5,4,4,4,6,6,6,6,5,4,4,4,-.7508,-.1827,-.0253,-.796,.5197,.8574,-.1772,-.2401,-.5422,-.5925,.0050432,.0030094,.0020338,2,1,1,3,3,3,1,3,2,5,5,3,7,1,3,2,4,6,5,6,5,6,1,2,1,4,4,5,2,1
694,.0046842,0,1,93871,0,65171,28700,28700,65171,2.00e+07,6,5,6,4,6,4,5,4,5,4,5,5,5,6,6,6,5,6,6,4,4,4,5,5,4,4,4,4,5,4,6,6,4,4,5,5,4,-.7585,-.0729,.2161,-.6641,-.6091,-.2277,-.1079,-.2401,.9589,.023,.0046842,0,.0046842,1,2,3,3,2,2,5,3,2,5,5,3,8,1,5,2,2,2,5,6,5,6,1,5,2,4,5,5,2,1
695,.0100108,0,1,113860,0,4560,109300,109300,4560,1.14e+07,7,7,7,6,6,6,5,6,4,3,2,5,4,6,6,7,7,6,7,7,6,4,5,4,4,3,2,4,2,2,2,6,7,7,6,5,7,-.2504,.816,-2.6751,1.1093,1.084,-1.3127,-.5522,-1.3246,.1445,-.5925,.0100108,0,.0100108,1,2,2,4,1,3,3,3,1,2,4,5,2,3,6,4,1,1,6,5,4,1,2,2,5,1,4,5,4,4
697,.0046412,.8082724,.1917276,87520,70740,16780,0,70740,16780,1.89e+07,7,6,7,6,7,6,4,5,5,4,4,4,4,5,5,7,6,6,6,5,4,3,6,6,5,6,4,4,6,5,5,6,6,6,5,6,6,-.6705,-.3431,-.0843,.5861,.5197,.9913,-.9273,-.2401,.0297,.7145,.0046412,.0037513,.0008898,2,1,1,3,3,3,1,1,2,5,5,6,7,1,3,3,4,4,5,4,5,6,1,5,1,4,5,2,2,1
699,.0007919,0,1,14050,0,14050,0,0,14050,1.77e+07,6,5,7,6,6,7,4,6,6,4,5,4,3,5,4,7,7,5,6,6,6,6,6,6,4,6,6,7,7,6,6,6,6,6,5,7,5,.0061,1.5795,.6988,.5863,.5197,1.3083,-1.3716,1.6605,.0152,.6384,.0007919,0,.0007919,2,3,4,1,3,3,3,1,3,5,5,1,7,2,2,1,5,2,3,2,6,3,6,5,1,3,4,5,3,3
700,.00233,.2611577,.7388423,51310,13400,31050,6860,20260,31050,2.20e+07,6,6,6,5,7,4,6,5,4,4,4,4,3,4,2,6,5,4,4,4,4,3,7,4,4,3,4,4,4,2,3,4,4,4,4,6,4,-.3385,-.5661,-1.6506,-.6697,-1.443,-1.3127,-1.3716,-.2401,-1.1999,-.5925,.00233,.0006085,.0017215,1,1,1,2,3,1,4,2,4,3,6,4,6,5,4,5,6,5,1,1,2,1,3,4,2,5,1,2,5,2
701,0,,,0,0,0,0,0,0,2.87e+07,7,6,6,6,6,4,4,7,6,2,4,7,2,5,2,6,7,6,6,6,5,2,6,3,3,3,4,3,7,2,7,7,2,4,4,5,5,.401,-.5034,1.2406,-.6699,-1.3209,-1.3127,-.6908,-.5122,-.8281,-1.284,0,0,0,1,2,2,3,3,1,1,2,4,2,2,2,4,6,6,6,1,6,2,3,1,1,5,3,5,1,2,3,5,6
702,.0050953,.2519512,.7480487,73030,18400,18880,35750,54150,18880,1.43e+07,6,7,7,6,6,6,4,5,6,4,5,6,6,5,4,6,7,7,7,6,6,6,6,6,5,6,2,4,4,2,4,7,7,4,4,3,3,-.3888,1.5795,-1.1088,-1.5285,1.501,.0402,.7115,-1.3246,.0152,.7145,.0050953,.0012838,.0038115,1,2,2,4,1,4,5,3,1,5,4,7,2,3,5,6,2,1,4,5,4,2,2,2,4,3,6,1,3,4
703,.0002791,0,1,5720,0,4990,730,730,4990,2.05e+07,6,6,7,5,7,5,5,5,5,5,5,6,6,6,6,7,7,7,5,5,5,6,6,5,5,4,5,5,5,5,7,7,5,5,5,5,5,-.3636,1.2466,.7579,-.1464,.3722,.0894,.7115,.5742,.9589,.099,.0002791,0,.0002791,2,3,4,1,1,4,5,1,3,5,4,7,2,2,2,1,5,3,4,5,6,2,2,2,4,3,6,5,3,3
706,.0063304,.9254013,.0745987,105900,98000,7900,0,98000,7900,1.67e+07,6,5,5,5,5,4,4,5,7,4,2,7,6,4,4,6,6,1,5,5,6,4,6,6,2,4,4,6,6,4,6,5,4,4,4,5,4,-.1072,.3699,.4574,-.8845,-1.026,-.2277,1.0865,.304,-1.171,.4863,.0063304,.0058582,.0004722,1,3,4,3,1,3,3,3,2,5,5,3,8,1,5,2,2,2,4,6,5,2,2,5,2,2,5,5,3,1
707,.0047264,0,1,55136,0,55136,0,0,55136,1.17e+07,6,6,7,6,6,6,5,6,6,5,3,7,6,5,4,7,7,6,7,7,4,2,6,2,1,2,2,6,6,2,6,4,4,5,5,7,6,.3129,-.3902,.4574,.4977,-1.443,-1.7636,1.0865,-.7805,-.5277,-2.0516,.0047264,0,.0047264,1,2,2,4,2,2,2,3,1,2,2,2,4,6,6,6,1,6,2,3,1,1,5,3,5,1,2,3,4,6
709,.0034072,0,1,61160,0,50610,10550,10550,50610,1.80e+07,7,6,6,7,7,2,7,7,3,2,2,7,7,5,6,7,7,1,7,7,5,2,7,7,1,7,4,6,7,6,7,7,7,4,5,6,4,.4765,-.2804,1.2406,-.4494,1.501,1.7593,1.5309,.304,-.2273,1.0257,.0034072,0,.0034072,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,3,3,2,3,5,4,6,3,6,3,1,6,5
712,.0013754,0,1,42540,0,39480,3060,3060,39480,3.09e+07,7,7,7,4,7,4,7,6,6,3,3,3,5,5,4,7,7,7,6,4,2,1,7,7,7,7,2,4,6,5,6,6,1,2,2,2,2,.9266,-1.7724,.4574,-3.0049,-2.3022,1.4423,-.858,-1.3246,-.5277,1.4821,.0013754,0,.0013754,1,1,3,3,3,1,1,2,2,3,5,3,8,1,5,2,2,5,5,6,5,4,1,4,2,2,5,4,6,1
714,.008582,.8483198,.1516802,150580,127740,16640,6200,133940,16640,1.75e+07,5,4,6,4,6,4,5,6,5,2,4,4,5,5,5,5,5,5,4,5,4,3,5,2,2,2,3,5,5,3,4,4,3,4,4,4,4,.0313,-.3431,-.8675,-1.0992,-2.0073,-1.4466,-.4829,-.5103,.0297,-1.9755,.008582,.0072803,.0013017,1,2,2,4,2,3,1,2,4,2,2,2,4,6,6,5,1,5,1,3,1,1,5,3,5,1,2,3,5,6
715,.0256774,.9548934,.0451066,462460,441600,13500,7360,448960,13500,1.80e+07,6,6,6,6,6,4,6,6,6,5,5,5,5,5,5,6,6,4,4,6,6,5,6,6,6,4,3,3,6,3,6,6,6,5,4,4,5,.6197,1.0863,.4574,-.5815,.5197,-.5447,-.1079,-1.0544,.3012,.7905,.0256774,.0245191,.0011582,1,2,4,1,1,3,3,3,1,5,4,7,8,1,5,6,5,2,4,5,4,2,2,2,4,2,6,1,3,4
720,.0041359,0,1,64080,0,49980,14100,14100,49980,1.55e+07,6,6,6,6,6,4,4,6,6,5,5,6,5,5,5,7,7,7,6,6,6,6,7,7,6,6,6,6,2,2,3,4,3,5,5,4,4,.0061,1.5795,-2.1333,-.5757,-2.0073,.0402,.2671,1.3885,.3012,1.406,.0041359,0,.0041359,1,3,4,1,1,4,5,3,2,5,5,3,8,3,5,4,2,2,4,6,6,3,2,5,2,2,5,5,3,3
726,0,,,0,0,0,0,0,0,1.76e+07,7,6,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,2,2,2,6,5,5,5,4,5,6,6,6,6,6,6,6,6,6,.6197,-1.7252,.4574,.8064,.5197,.8574,-.1079,.0319,.5871,.099,0,0,0,2,3,3,5,2,2,2,1,3,4,1,6,3,4,1,3,3,4,3,4,3,5,4,1,4,6,3,4,6,5
727,.0021077,0,1,39420,0,39420,0,0,39420,1.87e+07,6,6,6,6,6,5,6,5,6,6,5,6,6,6,5,6,6,7,6,6,6,6,5,4,4,5,5,5,7,6,7,6,6,6,7,5,5,.2248,1.5795,1.2406,.5975,.5197,.8574,.7115,.5742,.673,-.5925,.0021077,0,.0021077,2,2,4,1,1,4,5,1,3,1,3,7,1,2,2,1,5,3,3,5,6,2,6,2,4,3,6,5,3,3
728,.0029216,0,1,40932,0,40932,0,0,40932,1.40e+07,6,6,7,5,6,6,5,6,5,3,3,5,4,3,3,6,6,6,4,3,4,2,6,5,5,5,6,4,6,6,6,6,6,6,5,5,6,.0313,-1.2825,.4574,.3713,.5197,.8574,-.5522,.8443,-1.5573,.099,.0029216,0,.0029216,2,1,1,3,3,1,1,1,2,4,5,6,7,1,3,3,4,4,3,4,3,5,4,1,1,6,3,4,6,5
729,.0023552,0,1,32850,0,32850,0,0,32850,1.39e+07,7,7,7,7,7,7,7,7,7,7,2,6,6,6,4,7,7,7,7,7,7,6,7,7,7,3,4,4,7,6,4,6,2,4,6,6,6,1.6031,1.9125,-.3848,.2,-1.7378,-.0445,.7115,-.2401,-.4274,1.4821,.0023552,0,.0023552,1,3,4,1,1,4,3,3,1,5,4,3,8,2,5,1,2,2,4,5,6,3,2,5,2,2,6,1,3,3
731,.0007356,.3363229,.6636772,17840,6000,5560,6280,12280,5560,2.43e+07,6,6,7,6,7,7,3,4,3,4,4,6,6,6,5,6,6,7,4,3,4,2,7,7,7,4,6,6,7,3,6,6,4,4,4,6,6,-1.9355,-1.2825,.6988,-.2407,-.6091,-.5447,.7115,1.3885,.4015,1.4821,.0007356,.0002474,.0004882,2,3,3,5,2,2,2,1,2,4,5,6,7,1,3,2,4,4,5,6,5,5,1,1,1,6,5,4,2,1
732,0,,,0,0,0,0,0,0,6806494,5,7,7,6,7,7,4,4,5,6,4,6,7,6,6,7,7,7,7,7,7,4,7,4,4,6,6,4,4,4,4,4,6,6,6,6,6,-1.0654,.9259,-1.1088,.8064,-.3142,.6743,1.1558,.8443,.6874,-.5925,0,0,0,2,2,4,4,1,4,5,3,1,5,4,7,2,3,2,1,5,1,4,5,6,2,6,2,1,3,4,5,3,3
733,.0010985,.6080635,.3919365,15130,9200,0,5930,15130,0,1.38e+07,7,7,7,7,6,4,2,6,4,6,4,6,6,6,5,7,7,7,7,7,7,6,4,4,4,5,4,4,3,4,4,4,4,5,6,6,6,-1.1709,1.9125,-1.3502,.5032,-1.443,.2233,.7115,-.2401,.4015,-.5925,.0010985,.0006679,.0004305,1,2,2,4,1,4,5,3,1,5,4,7,8,3,5,6,2,2,4,5,4,2,2,2,2,4,4,5,4,4
734,0,,,0,0,0,0,0,0,1.96e+07,6,6,6,6,6,6,6,6,4,5,6,6,4,4,6,6,6,2,6,6,5,6,6,2,2,6,2,3,6,6,6,6,6,6,6,6,6,.0564,1.4697,.4574,.8064,.5197,1.3083,-.1772,-1.5967,.4867,-1.9755,0,0,0,2,2,2,4,1,4,3,3,1,5,4,7,2,2,6,6,5,6,2,5,4,2,2,2,5,1,4,5,4,4
735,.0032,1,0,71100,71100,0,0,71100,0,2.22e+07,4,4,4,4,4,6,6,6,6,6,5,6,5,6,6,6,6,2,6,6,6,6,6,6,6,4,5,6,6,6,6,6,6,6,6,6,6,.6197,1.5795,.4574,.8064,.5197,.4064,.2671,.8462,.9589,.7905,.0032,.0032,0,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,5,3,3,6,1,3,3
739,.004088,.7664601,.23354,59690,45750,13940,0,45750,13940,1.46e+07,1,1,1,4,1,4,5,5,5,4,3,6,6,6,5,7,6,5,7,7,5,3,7,2,1,4,3,5,5,4,6,5,6,6,6,6,6,-.3636,.2129,.2161,.8064,.1027,-.2277,.7115,-.5103,.13,-2.0516,.004088,.0031333,.0009547,2,2,2,4,1,4,5,3,1,2,4,7,2,6,6,6,1,6,2,5,4,1,2,3,5,1,2,3,4,4
740,.0053552,.1029795,.8970205,87396,9000,66986,11410,20410,66986,1.63e+07,6,6,6,6,6,6,4,5,6,6,2,5,6,6,6,6,6,6,6,6,7,6,6,5,2,5,4,4,1,4,2,6,6,6,6,6,6,-.3888,1.6894,-2.9165,.8064,.5197,.2233,.3364,-.2401,.1445,-.1292,.0053552,.0005515,.0048037,2,2,2,4,1,4,5,3,1,5,4,5,2,3,2,4,5,1,6,5,4,2,2,2,4,3,6,5,3,4
743,.000932,.5031447,.4968553,15900,8000,0,7900,15900,0,1.71e+07,7,7,6,6,6,6,4,4,3,6,4,4,4,5,6,6,7,7,6,6,6,6,7,4,4,4,6,6,4,4,6,4,4,4,4,6,6,-1.6287,1.5795,-.0253,-.2407,-1.443,-.2277,-.9273,1.3885,.3156,-.5925,.000932,.0004689,.0004631,1,1,4,3,1,3,3,2,2,5,5,3,8,1,5,2,2,2,4,6,5,6,1,5,2,4,1,2,5,2
746,.001918,0,1,21940,0,21940,0,0,21940,1.14e+07,7,6,6,6,7,5,7,7,4,4,6,4,4,4,4,6,7,5,5,7,6,6,7,4,2,2,6,7,6,2,6,4,5,5,5,5,6,.7581,1.8026,.4574,.0681,-.8786,-1.7636,-.9273,1.6605,-.0851,-.7446,.001918,0,.001918,1,2,4,1,1,3,3,3,1,5,4,7,8,6,5,6,1,2,4,5,4,2,2,2,2,3,4,5,4,4
747,0,,,0,0,0,0,0,0,2.42e+07,2,4,5,2,6,4,7,7,7,4,4,7,7,4,1,7,7,7,6,2,4,6,7,7,7,7,6,7,7,7,7,4,4,4,4,4,7,1.6031,.4676,1.2406,-.4557,-1.443,2.0763,1.5309,1.6605,-1.4858,1.4821,0,0,0,2,3,4,1,1,3,3,1,3,1,3,3,1,2,2,2,2,2,3,2,6,3,6,6,3,3,6,1,3,3
748,.001177,0,1,10400,0,1300,9100,9100,1300,8835874,7,7,6,6,7,4,2,5,7,4,7,4,3,6,5,7,7,7,7,7,4,2,7,7,7,4,6,3,2,2,6,6,2,4,4,4,6,-.7208,-.3902,-.508,-.6702,-1.7378,-.8617,-1.3716,.5723,1.2159,1.4821,.001177,0,.001177,1,3,3,3,2,2,1,2,2,5,5,3,6,1,5,2,2,2,5,6,5,6,3,4,2,4,5,2,2,1
